"month","week","loc_type","region","weapon","n_killed_a","know_ini","ev_type","sc_animosity","anti_gov_sentmnts","duration"
"7","3","2","8","26",1,"1","4",FALSE,TRUE,"1"
"7","3","2","8","26",0,"1","4",FALSE,TRUE,"1"
"12","4","27","8","1",125,"1","2",FALSE,TRUE,"1"
"12","3","2","8","1",0,"1","1",FALSE,TRUE,"0"
"12","3","2","8","1",0,"1","1",FALSE,TRUE,"0"
"12","3","2","8","1",0,"1","1",FALSE,TRUE,"0"
"12","3","2","8","1",0,"1","1",FALSE,TRUE,"0"
"12","3","2","8","1",0,"1","1",FALSE,TRUE,"0"
"12","3","2","8","1",0,"1","4",FALSE,FALSE,"0"
"7","3","27","8","1",1,"0","2",FALSE,TRUE,"1"
"7","3","27","8","26",1,"1","2",FALSE,TRUE,"1"
"7","3","2","8","1",1,"1","4",FALSE,FALSE,"0"
"7","3","2","8","1",1,"1","4",FALSE,FALSE,"0"
"7","3","23","8","12",0,"1","2",FALSE,FALSE,"0"
"7","3","21","8","1",0,"1","2",FALSE,FALSE,"0"
"9","3","27","8","1",0,"1","1",FALSE,FALSE,"0"
"12","3","2","8","7",0,"1","1",FALSE,TRUE,"0"
"12","2","27","8","1",0,"0","5",FALSE,TRUE,"0"
"1","1","2","8","1",0,"1","1",FALSE,FALSE,"1"
"1","1","2","8","1",0,"1","4",FALSE,FALSE,"1"
"3","3","0","8","1",0,"1","5",FALSE,TRUE,"1"
"3","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"4","5","2","8","1",0,"1","1",TRUE,FALSE,"1"
"7","3","27","8","1",0,"1","2",FALSE,TRUE,"1"
"10","3","2","8","1",0,"0","2",FALSE,TRUE,"1"
"3","4","2","8","1",5,"1","2",TRUE,FALSE,"0"
"7","3","2","8","12",0,"0","2",FALSE,TRUE,"1"
"2","3","27","8","1",0,"1","5",FALSE,TRUE,"1"
"2","3","27","8","26",1,"1","2",FALSE,TRUE,"1"
"7","2","2","8","1",1,"1","4",FALSE,FALSE,"1"
"11","2","16","8","1",0,"1","4",FALSE,FALSE,"0"
"11","3","6","8","1",0,"1","4",FALSE,FALSE,"0"
"11","3","4","8","1",0,"1","4",FALSE,FALSE,"0"
"7","3","2","8","12",0,"0","2",FALSE,TRUE,"1"
"9","3","27","8","1",0,"1","5",FALSE,TRUE,"1"
"9","3","27","8","1",0,"1","1",FALSE,FALSE,"1"
"1","1","1","8","1",0,"1","2",FALSE,TRUE,"0"
"1","1","1","8","23",0,"1","4",FALSE,FALSE,"0"
"5","2","15","8","1",0,"1","4",TRUE,FALSE,"1"
"9","3","18","8","1",0,"1","4",FALSE,FALSE,"1"
"2","1","21","8","1",0,"1","4",TRUE,FALSE,"0"
"6","2","27","8","1",54,"1","4",FALSE,FALSE,"1"
"7","3","2","8","12",0,"0","2",FALSE,TRUE,"1"
"11","3","2","8","1",0,"1","5",FALSE,TRUE,"1"
"4","3","2","8","14",3,"1","4",TRUE,FALSE,"0"
"4","3","9","8","26",5,"1","4",TRUE,FALSE,"1"
"2","1","3","8","1",0,"2","2",FALSE,FALSE,"0"
"7","3","2","8","12",0,"0","2",FALSE,TRUE,"1"
"3","2","24","8","15",0,"1","2",TRUE,TRUE,"0"
"3","2","24","8","15",0,"1","2",TRUE,TRUE,"0"
"3","2","2","8","15",0,"1","2",TRUE,TRUE,"0"
"6","3","3","8","1",0,"1","4",FALSE,FALSE,"0"
"7","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"1","4",TRUE,FALSE,"1"
"7","3","27","8","26",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"5","4",FALSE,FALSE,"1"
"10","4","2","8","1",30,"1","4",FALSE,FALSE,"1"
"1","1","2","8","1",60000,"1","4",TRUE,FALSE,"1"
"4","1","2","8","26",320,"1","4",FALSE,FALSE,"1"
"5","4","3","8","14",10,"1","4",TRUE,FALSE,"0"
"7","3","27","8","1",1,"1","4",FALSE,FALSE,"1"
"7","3","27","8","25",6000,"1","4",TRUE,FALSE,"1"
"7","3","27","8","1",0,"1","4",TRUE,FALSE,"1"
"9","1","27","8","1",0,"1","4",TRUE,FALSE,"0"
"9","1","27","8","1",0,"1","2",TRUE,TRUE,"0"
"10","3","2","8","1",0,"1","4",TRUE,FALSE,"1"
"6","3","14","8","14",0,"1","4",FALSE,FALSE,"1"
"6","2","2","8","23",0,"1","4",FALSE,TRUE,"0"
"7","3","22","8","23",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","23",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"0","2",FALSE,TRUE,"1"
"7","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",1,"1","4",TRUE,FALSE,"1"
"7","3","27","8","1",0,"0","2",FALSE,TRUE,"1"
"7","3","2","8","26",150,"1","4",TRUE,FALSE,"1"
"7","3","2","8","26",0,"1","2",FALSE,TRUE,"1"
"7","3","2","8","26",0,"0","2",FALSE,TRUE,"1"
"7","3","2","8","26",148,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"1","2",FALSE,TRUE,"1"
"7","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","1",150,"1","4",FALSE,FALSE,"1"
"7","3","27","8","1",1,"1","4",FALSE,FALSE,"1"
"3","4","14","8","22",0,"1","4",FALSE,FALSE,"0"
"3","4","27","8","1",0,"1","4",FALSE,FALSE,"0"
"8","3","21","8","23",0,"1","5",FALSE,TRUE,"1"
"3","1","2","8","22",12,"1","4",FALSE,FALSE,"0"
"3","2","25","8","14",0,"1","4",FALSE,FALSE,"0"
"3","3","3","8","1",320,"2","2",FALSE,TRUE,"0"
"3","3","2","8","22",0,"1","4",FALSE,TRUE,"0"
"3","3","2","8","26",0,"1","4",FALSE,TRUE,"0"
"1","1","2","8","25",1250,"1","4",TRUE,FALSE,"1"
"1","2","2","8","1",0,"1","4",TRUE,FALSE,"0"
"5","3","25","8","23",37,"1","4",FALSE,FALSE,"1"
"5","3","26","8","1",3,"1","4",FALSE,FALSE,"1"
"7","3","27","8","25",0,"1","4",FALSE,FALSE,"1"
"1","1","2","8","25",1000,"1","4",TRUE,FALSE,"1"
"3","3","2","8","25",5000,"1","4",TRUE,FALSE,"1"
"3","3","2","8","25",0,"1","4",TRUE,FALSE,"1"
"3","3","24","8","8",5000,"1","2",FALSE,FALSE,"1"
"3","3","2","8","25",3250,"1","4",TRUE,FALSE,"0"
"4","2","26","8","24",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","25",2000,"1","4",TRUE,FALSE,"1"
"7","3","27","8","1",0,"1",NA,TRUE,FALSE,"1"
"7","3","2","8","1",0,"1","4",TRUE,FALSE,"1"
"7","3","2","8","25",0,"0","2",TRUE,FALSE,"1"
"7","3","2","8","25",0,"1","4",TRUE,FALSE,"1"
"7","3","27","8","25",0,"1","4",TRUE,FALSE,"1"
"7","3","2","8","25",0,"1","4",TRUE,FALSE,"1"
"7","3","2","8","25",5251,"1","4",TRUE,FALSE,"1"
"7","3","2","8","23",5000,"1","4",TRUE,FALSE,"1"
"8","3","2","8","25",0,"1","4",TRUE,FALSE,"1"
"9","2","2","8","25",0,"1","4",TRUE,FALSE,"1"
"9","2","2","8","1",0,"1",NA,TRUE,TRUE,"1"
"9","3","22","8","1",0,"1","4",FALSE,FALSE,"1"
"9","1","26","8","1",0,"1","2",FALSE,FALSE,"1"
"3","3","2","8","26",1,"1","4",FALSE,FALSE,"1"
"8","2","2","8","1",0,"1","4",FALSE,FALSE,"1"
"8","2","2","8","1",0,"1","4",FALSE,FALSE,"1"
"8","4","2","8","1",0,"0","2",FALSE,FALSE,"0"
"8","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"9","2","2","8","1",0,"1","4",TRUE,FALSE,"0"
"9","1","26","8","1",0,"1","4",FALSE,FALSE,"1"
"10","1","14","8","26",0,"1","2",FALSE,TRUE,"0"
"10","3","22","8","1",0,"1","4",FALSE,FALSE,"1"
"2","2","2","8","1",20000,"0","2",FALSE,TRUE,"1"
"2","2","2","8","26",320,"1","4",TRUE,FALSE,"1"
"2","2","2","8","1",0,"1","1",TRUE,TRUE,"1"
"3","2","27","8","1",0,"1","2",FALSE,FALSE,"0"
"3","2","27","8","1",0,"1","2",FALSE,FALSE,"0"
"3","2","27","8","1",0,"1","2",TRUE,FALSE,"0"
"3","2","27","8","1",0,"1","2",TRUE,FALSE,"0"
"3","2","27","8","1",0,"1","4",FALSE,FALSE,"0"
"3","2","27","8","1",0,"1","4",FALSE,FALSE,"0"
"3","1","2","8","1",0,NA,"4",FALSE,FALSE,"0"
"3","1","2","8","1",0,"1","4",FALSE,FALSE,"0"
"3","3","2","8","26",0,"1","2",TRUE,TRUE,"1"
"3","2","2","8","1",0,"1",NA,TRUE,FALSE,"1"
"3","1","3","8","23",0,"1","4",FALSE,FALSE,"1"
"4","3","2","8","1",0,"1","5",TRUE,TRUE,"0"
"5","2","2","8","1",0,"1","4",TRUE,FALSE,"0"
"5","3","3","8","1",0,"1",NA,TRUE,FALSE,"0"
"5","3","18","8","1",0,"1","1",FALSE,FALSE,"0"
"7","3","27","8","25",6,"1","4",TRUE,FALSE,"1"
"7","3","2","8","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","8","1",1,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"1","2",TRUE,TRUE,"1"
"3","4","28","8","23",0,"1","4",TRUE,FALSE,"0"
"7","3","9","8","1",0,"1","4",FALSE,FALSE,"1"
"2","1","1","8","8",0,"1","4",TRUE,FALSE,"1"
"4","2","27","8","26",1,"1","4",FALSE,FALSE,"0"
"6","4","21","8","22",0,"1","4",FALSE,FALSE,"0"
"7","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"10","3","21","8","1",0,"1","4",FALSE,FALSE,"1"
"10","4","2","8","21",0,"0","2",FALSE,FALSE,"0"
"11","2","27","8","1",0,"1",NA,FALSE,FALSE,"0"
"7","3","27","8","26",1,"1","4",FALSE,FALSE,"1"
"7","3","9","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","14",1500,"1","2",FALSE,FALSE,"1"
"7","3","27","8","14",6000,"1","2",FALSE,FALSE,"1"
"10","3","27","8","1",0,"1","1",FALSE,FALSE,"1"
"10","3","3","8","1",0,"1","4",FALSE,FALSE,"0"
"12","1","27","8","1",0,"1","1",FALSE,FALSE,"0"
"5","2","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","1",0,"1","4",TRUE,FALSE,"1"
"3","3","27","8","1",0,"1","1",FALSE,FALSE,"1"
"7","3","27","8","1",0,"1","5",TRUE,TRUE,"1"
"7","3","2","8","14",0,"1","4",TRUE,FALSE,"1"
"7","3","27","8","26",2,"1","4",FALSE,FALSE,"1"
"7","3","4","8","22",0,"0","2",FALSE,TRUE,"1"
"8","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"8","3","2","8","26",0,"1","4",FALSE,FALSE,"1"
"9","3","2","8","20",1500,"1","4",FALSE,TRUE,"0"
"9","3","2","8","1",0,"1","4",TRUE,TRUE,"0"
"9","3","2","8","14",12,"1","4",FALSE,TRUE,"0"
"9","1","27","8","23",0,"1","4",FALSE,FALSE,"0"
"9","3","2","8","26",0,"1","2",FALSE,FALSE,"0"
"9","1","21","8","24",0,"1","4",FALSE,FALSE,"0"
"9","3","2","8","1",0,"1","4",TRUE,FALSE,"0"
"9","3","2","8","22",0,"1","4",FALSE,FALSE,"0"
"9","1","22","8","22",0,"1","4",FALSE,FALSE,"0"
"9","1","22","8","22",0,"1","4",FALSE,FALSE,"0"
"9","3","27","8","1",0,"1",NA,FALSE,TRUE,"1"
"9","3","27","8","1",0,"1",NA,FALSE,FALSE,"1"
"9","3","27","8","22",0,"1","4",FALSE,FALSE,"0"
"9","1","2","8","1",0,"1","2",FALSE,FALSE,"0"
"12","1","2","8","15",0,"0","2",FALSE,TRUE,"0"
"12","3","22","8","22",0,"1","4",FALSE,FALSE,"0"
"12","3","2","8","26",0,"5","2",FALSE,FALSE,"1"
"12","3","2","8","14",0,"0","2",FALSE,TRUE,"1"
"11","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"12","2","27","8","1",1,"1","4",FALSE,FALSE,"0"
"12","2","27","8","1",0,"1","4",FALSE,FALSE,"0"
"2","2","2","8","1",5,"1","4",TRUE,FALSE,"1"
"3","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","16","8","1",400,"1","4",TRUE,FALSE,"1"
"7","3","27","8","23",0,"1","4",FALSE,FALSE,"0"
"10","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"10","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"12","3","22","8","23",6,"1","4",FALSE,FALSE,"1"
"12","3","27","8","23",0,"1","4",FALSE,FALSE,"1"
"12","3","9","8","23",0,"1","4",FALSE,TRUE,"0"
"12","3","22","8","22",0,"1","4",FALSE,FALSE,"1"
"12","2","27","8","23",0,"1","4",FALSE,FALSE,"1"
"1","4","2","8","22",3,"1","4",FALSE,FALSE,"0"
"3","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"6","3","22","8","23",200,"1","4",FALSE,FALSE,"1"
"7","3","2","8","26",1,"0","2",FALSE,FALSE,"1"
"7","3","2","8","14",1,"5","4",TRUE,FALSE,"1"
"7","3","2","8","1",1,"1","4",TRUE,FALSE,"1"
"7","3","2","8","1",0,"1","1",TRUE,TRUE,"1"
"7","4","24","8","26",0,"1","4",FALSE,FALSE,"0"
"7","4","2","8","23",0,"1","4",FALSE,FALSE,"0"
"7","3","2","8","26",3,"5","4",TRUE,FALSE,"1"
"7","3","2","8","26",0,"1","2",TRUE,FALSE,"1"
"7","3","2","8","26",64,"1","4",TRUE,FALSE,"1"
"1","1","24","8","27",0,"1","4",FALSE,FALSE,"0"
"3","4","9","8","21",4,"5","2",FALSE,FALSE,"0"
"6","3","27","8","1",2,"1","2",FALSE,FALSE,"1"
"7","3","21","8","14",2,"1","2",FALSE,TRUE,"1"
"1","4","2","8","23",0,"5","4",FALSE,FALSE,"0"
"2","3","2","8","23",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","26",0,"1","2",TRUE,TRUE,"1"
"7","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","8","14",5,"1","2",FALSE,TRUE,"1"
"7","3","4","8","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","8","10",0,"0","2",FALSE,FALSE,"1"
"7","3","2","8","10",0,"0","2",FALSE,FALSE,"1"
"10","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"11","3","24","8","21",0,"1","4",FALSE,FALSE,"0"
"11","4","27","8","1",0,"1","1",FALSE,FALSE,"0"
"11","4","27","8","21",0,"1","4",FALSE,FALSE,"0"
"12","3","27","8","26",0,"1","2",TRUE,FALSE,"1"
"12","3","27","8","26",4,"1","2",TRUE,FALSE,"1"
"2","3","2","8","1",0,"1","1",TRUE,FALSE,"1"
"2","2","27","8","1",0,"1","1",TRUE,FALSE,"1"
"3","5","5","8","1",0,"1","4",FALSE,FALSE,"0"
"3","2","2","8","1",0,"1","1",FALSE,FALSE,"0"
"3","3","27","8","18",4,"1","2",TRUE,FALSE,"0"
"3","3","1","8","1",0,NA,NA,FALSE,FALSE,"0"
"3","3","5","8","21",0,"1","4",TRUE,FALSE,"0"
"3","3","21","8","10",0,"1","2",FALSE,TRUE,"1"
"3","4","2","8","23",0,"1","4",FALSE,TRUE,"0"
"3","3","20","8","26",0,"1","2",TRUE,TRUE,"1"
"4","3","21","8","1",0,"1","2",FALSE,FALSE,"0"
"4","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","8","1",0,"1","1",FALSE,FALSE,"1"
"4","3","2","8","26",18,"1","4",FALSE,FALSE,"1"
"4","3","16","8","9",1,"1","2",FALSE,FALSE,"1"
"4","3","16","8","9",1,"1","2",FALSE,FALSE,"1"
"4","4","9","8","26",12,"0","2",FALSE,TRUE,"0"
"4","2","0","8","1",0,"1","5",FALSE,TRUE,"0"
"4","2","2","8","14",0,"0","2",TRUE,FALSE,"0"
"4","3","27","8","1",0,"1","1",TRUE,FALSE,"0"
"4","3","3","8","1",0,"1","1",TRUE,FALSE,"0"
"4","1","27","8","23",6,"1","4",TRUE,FALSE,"1"
"5","3","2","8","1",0,"1","4",FALSE,FALSE,"0"
"5","3","27","8","1",0,"1","4",TRUE,FALSE,"1"
"5","3","0","8","1",0,"1","4",FALSE,FALSE,"1"
"5","1","19","8","1",0,"1","2",FALSE,TRUE,"1"
"6","4","17","8","22",0,"0","2",FALSE,FALSE,"0"
"6","3","2","8","26",0,"1","2",FALSE,FALSE,"0"
"6","3","2","8","14",1,"1","2",TRUE,FALSE,"1"
"7","3","2","8","1",1,"1","4",FALSE,FALSE,"1"
"7","4","2","8","1",0,"1","1",TRUE,FALSE,"0"
"7","3","2","8","1",0,"1","1",FALSE,TRUE,"1"
"7","3","22","8","1",0,"1","2",FALSE,FALSE,"1"
"7","3","27","8","26",2,"1","4",FALSE,FALSE,"1"
"7","1","2","8","18",7,"1","2",FALSE,TRUE,"0"
"7","3","27","8","1",0,"5","1",FALSE,TRUE,"0"
"7","3","27","8","1",0,"1","1",FALSE,FALSE,"0"
"7","3","2","8","14",0,"1","2",TRUE,FALSE,"1"
"7","3","2","8","14",1,"1","4",TRUE,FALSE,"1"
"7","3","2","8","19",12,"1","2",TRUE,FALSE,"1"
"7","3","2","8","26",0,"1","4",FALSE,TRUE,"1"
"7","2","27","8","1",0,"5","1",TRUE,TRUE,"1"
"7","3","21","8","19",22,"1","2",FALSE,TRUE,"1"
"8","3","28","8","22",0,"0","2",FALSE,FALSE,"0"
"8","4","2","8","1",0,"5","2",TRUE,FALSE,"0"
"8","3","27","8","10",1,"1","2",FALSE,FALSE,"1"
"8","3","27","8","19",50,"0","2",FALSE,FALSE,"1"
"8","3","27","8","19",50,"0","2",FALSE,FALSE,"1"
"8","3","27","8","19",50,"0","2",FALSE,TRUE,"1"
"8","3","21","8","18",0,"1","2",TRUE,FALSE,"1"
"8","3","21","8","26",0,"5","2",FALSE,FALSE,"1"
"8","3","2","8","18",85,"1","2",TRUE,FALSE,"1"
"8","3","21","8","18",4,"5","2",FALSE,TRUE,"1"
"9","3","2","8","18",38,"1","2",FALSE,TRUE,"1"
"9","2","2","8","19",1,"0","2",TRUE,FALSE,"0"
"9","2","11","8","26",1,"1","2",FALSE,TRUE,"1"
"9","2","11","8","26",1,"1","2",FALSE,FALSE,"1"
"9","3","21","8","26",1,"1","4",TRUE,FALSE,"1"
"9","4","17","8","14",1,"5","2",FALSE,FALSE,"0"
"9","1","23","8","18",0,"1","2",FALSE,FALSE,"1"
"9","1","21","8","18",0,"1","2",FALSE,FALSE,"1"
"9","1","16","8","18",0,"1","2",FALSE,TRUE,"1"
"9","1","23","8","10",0,"1","2",FALSE,FALSE,"1"
"9","1","21","8","19",0,"1","2",FALSE,FALSE,"1"
"9","1","16","8","19",0,"1","2",FALSE,FALSE,"1"
"10","3","2","8","26",4,"1","2",FALSE,TRUE,"1"
"10","3","21","8","18",22,"1","2",FALSE,TRUE,"1"
"10","3","21","8","18",0,"1","2",FALSE,FALSE,"1"
"10","3","2","8","22",0,"0","2",FALSE,FALSE,"1"
"11","3","2","8","10",1,"0","2",FALSE,TRUE,"0"
"11","3","2","8","14",1,"1","2",TRUE,TRUE,"0"
"11","1","27","8","1",0,"0","4",FALSE,FALSE,"0"
"11","4","4","8","1",0,"5","2",FALSE,TRUE,"0"
"11","2","22","8","10",31,"5","2",FALSE,TRUE,"0"
"11","3","27","8","26",16,"1","2",FALSE,FALSE,"1"
"11","3","27","8","1",0,"1","1",FALSE,FALSE,"1"
"11","4","23","8","14",0,"1","1",TRUE,FALSE,"0"
"12","2","27","8","18",0,"1","2",FALSE,TRUE,"0"
"12","2","27","8","18",0,"1","2",FALSE,TRUE,"0"
"12","3","27","8","26",0,"1","2",FALSE,TRUE,"0"
"1","3","11","8","19",25,"5","2",FALSE,FALSE,"0"
"1","2","2","8","1",0,"1","1",TRUE,FALSE,"1"
"2","4","27","8","1",0,"1","1",FALSE,FALSE,"0"
"2","3","27","8","18",200,"1","2",FALSE,FALSE,"1"
"2","4","27","8","18",5,"1","2",FALSE,FALSE,"0"
"2","3","21","8","26",25,"1","2",FALSE,FALSE,"1"
"2","3","27","8","26",0,"1","2",FALSE,TRUE,"1"
"2","3","21","8","14",0,"1","2",TRUE,FALSE,"1"
"2","3","21","8","1",0,"1","1",TRUE,FALSE,"1"
"3","1","16","8","18",84,"1","2",FALSE,FALSE,"0"
"3","4","27","8","1",0,"1",NA,FALSE,FALSE,"1"
"3","4","2","8","1",12,"2","2",FALSE,FALSE,"0"
"3","1","21","8","14",18,"1","2",FALSE,TRUE,"1"
"3","3","2","8","26",0,"5","2",TRUE,FALSE,"1"
"3","3","2","8","19",0,"1","2",FALSE,TRUE,"1"
"3","3","2","8","1",15,"1","4",TRUE,FALSE,"1"
"4","3","2","8","1",0,"5","2",TRUE,FALSE,"1"
"4","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"4","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"4","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"4","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"4","3","27","8","1",1,"1","2",TRUE,FALSE,"1"
"4","3","2","8","1",0,"1","1",TRUE,TRUE,"1"
"4","1","2","8","1",0,"0","2",FALSE,TRUE,"0"
"4","3","24","8","26",2,"1","2",FALSE,FALSE,"0"
"4","3","2","8","14",1,"1","2",FALSE,TRUE,"0"
"4","3","2","8","14",2,"1","2",FALSE,TRUE,"0"
"4","3","2","8","1",0,"1","4",FALSE,FALSE,"1"
"4","1","9","8","15",0,"1","2",FALSE,FALSE,"0"
"4","2","2","8","26",0,"1","2",TRUE,TRUE,"0"
"4","2","2","8","26",0,"1","1",FALSE,TRUE,"0"
"4","3","4","8","26",3,"1","2",FALSE,TRUE,"0"
"4","3","27","8","26",1,"1","2",FALSE,FALSE,"1"
"4","3","27","8","26",0,"1","2",FALSE,FALSE,"1"
"4","4","2","8","1",500,"2","2",FALSE,TRUE,"1"
"4","2","2","8","14",4,"1","2",FALSE,FALSE,"0"
"4","3","2","8","1",0,"2","2",TRUE,FALSE,"1"
"4","3","2","8","1",0,"1","1",TRUE,FALSE,"0"
"4","5","21","8","14",1,"1","2",FALSE,TRUE,"0"
"4","5","21","8","26",1,"5","2",TRUE,TRUE,"0"
"4","5","2","8","1",0,"5","1",TRUE,FALSE,"0"
"4","1","2","8","23",0,"1","4",FALSE,FALSE,"0"
"4","3","2","8","1",1,"0","2",FALSE,FALSE,"0"
"4","1","27","8","1",0,"1","2",TRUE,FALSE,"0"
"4","5","2","8","1",0,"1","1",FALSE,FALSE,"1"
"4","5","2","8","1",0,"1","2",FALSE,FALSE,"1"
"5","4","2","8","1",0,"1","1",TRUE,TRUE,"0"
"5","2","16","8","22",0,"1","2",TRUE,FALSE,"0"
"5","2","16","8","22",0,"1","4",TRUE,FALSE,"0"
"5","1","2","8","26",36,"1","4",TRUE,FALSE,"0"
"5","3","2","8","26",0,"1","2",FALSE,TRUE,"1"
"5","3","2","8","18",5,"1","2",TRUE,TRUE,"0"
"5","3","21","8","18",0,"1","2",TRUE,TRUE,"0"
"5","3","2","8","14",6,"1","2",TRUE,TRUE,"0"
"5","3","2","8","14",3,"1","2",TRUE,TRUE,"0"
"5","3","27","8","26",1,"5","2",TRUE,FALSE,"1"
"5","2","2","8","15",0,"1","4",FALSE,FALSE,"1"
"5","2","2","8","1",12,"1","2",FALSE,TRUE,"1"
"6","3","2","8","1",0,"5","2",TRUE,FALSE,"1"
"6","3","2","8","1",1,"5","2",TRUE,FALSE,"1"
"6","3","27","8","26",4,"1","2",TRUE,TRUE,"1"
"6","4","27","8","1",0,"1","2",TRUE,FALSE,"0"
"6","1","2","8","14",3,"1","2",TRUE,FALSE,"1"
"6","3","27","8","26",0,"1","2",FALSE,TRUE,"1"
"6","4","2","8","9",1,"1","2",TRUE,TRUE,"0"
"6","4","2","8","26",0,"1","2",TRUE,TRUE,"1"
"6","3","27","8","1",0,"2","2",FALSE,TRUE,"0"
"6","2","2","8","1",0,"0","2",TRUE,FALSE,"1"
"6","2","2","8","1",0,"0","2",TRUE,FALSE,"1"
"7","3","27","8","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","3","27","8","1",1,"0","2",FALSE,FALSE,"1"
"7","2","2","8","23",6,"1","4",FALSE,FALSE,"1"
"7","2","2","8","23",6,"1","4",FALSE,FALSE,"1"
"7","2","2","8","23",6,"1","4",FALSE,FALSE,"1"
"7","2","2","8","23",6,"1","4",FALSE,FALSE,"1"
"7","1","27","8","26",3,"1","2",TRUE,TRUE,"0"
"7","3","22","8","1",0,"1","4",FALSE,FALSE,"1"
"7","2","2","8","21",12,"1","2",FALSE,TRUE,"1"
"7","3","2","8","26",180,"1","2",FALSE,FALSE,"1"
"7","2","27","8","1",0,"1","1",FALSE,TRUE,"1"
"7","3","4","8","1",0,"1","2",TRUE,FALSE,"1"
"7","3","27","8","1",0,"1","1",TRUE,FALSE,"1"
"7","3","2","8","1",0,"1","4",TRUE,FALSE,"1"
"7","1","2","8","14",4,"1","2",TRUE,FALSE,"1"
"7","4","2","8","1",0,"1","2",FALSE,TRUE,"1"
"7","3","27","8","1",12,"1","2",TRUE,FALSE,"1"
"7","2","27","8","1",3,"1","2",TRUE,FALSE,"0"
"8","3","27","8","15",0,"1","4",FALSE,FALSE,"0"
"8","3","27","8","15",0,"1","2",FALSE,TRUE,"0"
"8","3","21","8","22",7,"1","2",FALSE,TRUE,"0"
"8","3","27","8","1",12,"1","2",TRUE,FALSE,"1"
"8","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"8","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"8","3","2","8","1",0,"1","2",FALSE,FALSE,"1"
"8","3","2","8","18",0,"1","2",FALSE,FALSE,"1"
"8","3","2","8","1",0,"1","2",TRUE,FALSE,"1"
"8","3","2","8","1",0,"1","2",TRUE,FALSE,"1"
"8","4","2","8","14",12,"1","2",TRUE,TRUE,"0"
"8","3","16","8","1",0,"0","2",TRUE,FALSE,"1"
"8","3","9","8","14",0,"0","2",TRUE,FALSE,"1"
"9","4","2","8","1",0,"1","2",FALSE,FALSE,"1"
"9","3","27","8","14",0,"1","2",FALSE,FALSE,"0"
"9","3","2","8","26",0,"1","2",FALSE,TRUE,"1"
"9","3","2","8","26",0,"1","2",FALSE,TRUE,"1"
"9","3","21","8","19",34,"1","2",FALSE,TRUE,"1"
"9","3","2","8","14",1,"1","2",TRUE,FALSE,"1"
"10","3","2","8","18",5,"1","2",TRUE,FALSE,"1"
